court_region,judge_id,judge_grant_rate,claim_amount,debtor_type,has_pledge,has_guarantor,case_duration,result,is_individual
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,23000.0,ИП,0,0,60,0,0
Краснодарский край,judge_Краснодарский край_1,0.5873184192069558,34000.0,ИП,0,0,68,0,0
Москва,judge_Москва_9,0.4570815333069441,98000.0,ФЛ,0,0,48,0,1
Москва,judge_Москва_4,0.45831731561816286,428000.0,ФЛ,0,0,54,0,1
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,2074000.0,ООО (микро),0,1,136,1,0
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,36000.0,ООО (микро),0,0,71,0,0
Респ. Татарстан,judge_Респ. Татарстан_1,0.6178298186747367,171000.0,ФЛ,0,0,60,0,1
СПб,judge_СПб_6,0.533613288350523,56000.0,ООО (микро),0,0,88,1,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,143000.0,ИП,0,0,88,1,0
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,194000.0,ИП,0,0,83,0,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,266000.0,ИП,0,0,68,0,0
Краснодарский край,judge_Краснодарский край_2,0.6331622689390035,152000.0,ООО (микро),0,0,78,1,0
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,45000.0,ФЛ,0,0,103,0,1
Москва,judge_Москва_8,0.589257975040246,354000.0,ФЛ,0,0,70,0,1
Респ. Татарстан,judge_Респ. Татарстан_7,0.3,145000.0,ФЛ,0,0,100,0,1
СПб,judge_СПб_0,0.5340483498342926,160000.0,ФЛ,0,1,85,0,1
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,54000.0,ООО (микро),0,0,101,1,0
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,57000.0,ООО (микро),0,1,73,1,0
Москва,judge_Москва_1,0.6015433072450408,975000.0,ИП,1,0,60,1,0
Москва,judge_Москва_6,0.34890371102553724,22000.0,ИП,0,0,82,0,0
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,130000.0,ООО (среднее),0,0,107,0,0
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,111000.0,ООО (микро),1,0,70,1,0
Москва,judge_Москва_9,0.4570815333069441,177000.0,ООО (среднее),0,1,89,1,0
СПб,judge_СПб_9,0.5475544822505934,2921000.0,ООО (микро),1,0,91,1,0
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,32000.0,ИП,1,0,120,0,0
Москва,judge_Москва_1,0.6015433072450408,1859000.0,ФЛ,0,1,134,0,1
Москва,judge_Москва_1,0.6015433072450408,40000.0,ООО (среднее),0,0,85,0,0
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,109000.0,ООО (малое),0,0,92,1,0
СПб,judge_СПб_4,0.6103441225038132,182000.0,ФЛ,0,1,49,1,1
Москва,judge_Москва_8,0.589257975040246,452000.0,ООО (малое),0,0,97,1,0
Новосибирская обл.,judge_Новосибирская обл._5,0.4097440081655905,175000.0,ФЛ,0,0,122,0,1
Москва,judge_Москва_6,0.34890371102553724,91000.0,ООО (малое),0,0,56,0,0
Краснодарский край,judge_Краснодарский край_2,0.6331622689390035,63000.0,ФЛ,0,0,97,0,1
СПб,judge_СПб_6,0.533613288350523,414000.0,ФЛ,0,0,49,0,1
Москва,judge_Москва_10,0.5579831812215705,301000.0,ООО (микро),0,1,92,1,0
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,77000.0,ООО (малое),0,0,65,0,0
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,355000.0,ФЛ,0,0,142,0,1
СПб,judge_СПб_0,0.5340483498342926,17000.0,ФЛ,0,0,95,0,1
Респ. Татарстан,judge_Респ. Татарстан_2,0.8,122000.0,ФЛ,0,0,111,1,1
Свердловская обл.,judge_Свердловская обл._2,0.3102321329116037,414000.0,ИП,0,1,100,0,0
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,153000.0,ФЛ,0,0,66,0,1
Респ. Татарстан,judge_Респ. Татарстан_2,0.8,289000.0,ФЛ,0,0,89,1,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,64000.0,ФЛ,1,0,118,1,1
Москва,judge_Москва_0,0.4949765510836051,49000.0,ООО (малое),0,0,103,1,0
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,50000.0,ИП,1,0,118,1,0
СПб,judge_СПб_5,0.5248956031914224,22000.0,ФЛ,0,1,96,0,1
Москва,judge_Москва_3,0.6868450123265756,2034000.0,ФЛ,0,1,117,1,1
Москва,judge_Москва_0,0.4949765510836051,568000.0,ФЛ,0,0,95,0,1
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,67000.0,ФЛ,0,1,99,0,1
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,148000.0,ФЛ,0,0,74,0,1
Москва,judge_Москва_4,0.45831731561816286,24000.0,ИП,0,0,89,0,0
Москва,judge_Москва_5,0.5375852819727232,246000.0,ФЛ,0,0,99,0,1
СПб,judge_СПб_0,0.5340483498342926,259000.0,ООО (микро),0,0,59,0,0
Москва,judge_Москва_5,0.5375852819727232,126000.0,ФЛ,0,0,72,0,1
Москва,judge_Москва_4,0.45831731561816286,241000.0,ООО (микро),0,0,55,0,0
Москва,judge_Москва_4,0.45831731561816286,218000.0,ООО (микро),0,0,64,0,0
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,195000.0,ФЛ,1,0,50,0,1
Респ. Татарстан,judge_Респ. Татарстан_7,0.3,396000.0,ФЛ,0,0,53,0,1
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,323000.0,ФЛ,0,0,82,0,1
Респ. Татарстан,judge_Респ. Татарстан_3,0.5395229060345315,980000.0,ФЛ,0,0,87,0,1
Москва,judge_Москва_2,0.5973860833744824,275000.0,ФЛ,0,0,81,0,1
Краснодарский край,judge_Краснодарский край_2,0.6331622689390035,79000.0,ООО (микро),1,0,119,1,0
Респ. Татарстан,judge_Респ. Татарстан_11,0.4934694796289753,248000.0,ФЛ,0,0,99,0,1
СПб,judge_СПб_7,0.4023670306845399,94000.0,ООО (микро),1,0,78,1,0
Респ. Татарстан,judge_Респ. Татарстан_5,0.5691224450222956,57000.0,ФЛ,0,0,84,0,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,79000.0,ФЛ,0,0,80,0,1
Москва,judge_Москва_6,0.34890371102553724,46000.0,ООО (микро),0,0,61,0,0
Свердловская обл.,judge_Свердловская обл._4,0.8,831000.0,ООО (микро),0,0,170,1,0
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,60000.0,ФЛ,0,0,75,1,1
Москва,judge_Москва_1,0.6015433072450408,814000.0,ФЛ,0,1,81,1,1
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,231000.0,ФЛ,0,0,106,0,1
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,111000.0,ИП,0,0,92,1,0
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,383000.0,ФЛ,0,0,93,0,1
Свердловская обл.,judge_Свердловская обл._6,0.5327957474080793,80000.0,ФЛ,0,0,94,0,1
СПб,judge_СПб_6,0.533613288350523,142000.0,ИП,0,1,35,1,0
Москва,judge_Москва_7,0.5007196575036572,214000.0,ООО (малое),0,0,76,0,0
Москва,judge_Москва_8,0.589257975040246,353000.0,ФЛ,0,1,82,0,1
СПб,judge_СПб_5,0.5248956031914224,155000.0,ООО (среднее),0,0,61,0,0
Москва,judge_Москва_0,0.4949765510836051,86000.0,ИП,0,0,76,0,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,160000.0,ФЛ,0,0,95,0,1
СПб,judge_СПб_2,0.7038714967614599,125000.0,ФЛ,0,0,43,0,1
Свердловская обл.,judge_Свердловская обл._0,0.46558243192520654,73000.0,ФЛ,0,1,75,0,1
Москва,judge_Москва_4,0.45831731561816286,577000.0,ФЛ,0,0,72,0,1
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,304000.0,ИП,0,0,51,0,0
СПб,judge_СПб_8,0.6986980958047201,60000.0,ИП,0,0,63,1,0
Москва,judge_Москва_6,0.34890371102553724,412000.0,ИП,0,0,84,0,0
Респ. Татарстан,judge_Респ. Татарстан_2,0.8,1069000.0,ФЛ,0,0,95,1,1
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,87000.0,ФЛ,0,0,36,0,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,158000.0,ФЛ,0,0,99,0,1
Свердловская обл.,judge_Свердловская обл._0,0.46558243192520654,298000.0,ФЛ,0,0,90,0,1
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,730000.0,ООО (среднее),1,1,76,1,0
Москва,judge_Москва_3,0.6868450123265756,88000.0,ФЛ,0,0,73,1,1
Краснодарский край,judge_Краснодарский край_1,0.5873184192069558,135000.0,ФЛ,0,1,63,0,1
Респ. Татарстан,judge_Респ. Татарстан_0,0.6322641558422916,149000.0,ИП,0,0,75,1,0
СПб,judge_СПб_3,0.30608941849439775,307000.0,ФЛ,0,1,59,0,1
Москва,judge_Москва_0,0.4949765510836051,229000.0,ООО (микро),1,1,68,1,0
Респ. Татарстан,judge_Респ. Татарстан_7,0.3,12000.0,ИП,0,0,85,0,0
СПб,judge_СПб_0,0.5340483498342926,267000.0,ФЛ,0,0,72,0,1
СПб,judge_СПб_5,0.5248956031914224,706000.0,ФЛ,0,0,56,0,1
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,50000.0,ФЛ,1,0,94,1,1
Краснодарский край,judge_Краснодарский край_1,0.5873184192069558,53000.0,ФЛ,0,0,101,0,1
Свердловская обл.,judge_Свердловская обл._2,0.3102321329116037,108000.0,ФЛ,0,0,105,0,1
Свердловская обл.,judge_Свердловская обл._2,0.3102321329116037,46000.0,ФЛ,1,0,62,0,1
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,935000.0,ИП,0,0,99,1,0
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,328000.0,ФЛ,0,0,98,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,103000.0,ИП,0,0,86,1,0
Москва,judge_Москва_10,0.5579831812215705,94000.0,ФЛ,0,0,87,0,1
СПб,judge_СПб_1,0.6962378120346018,148000.0,ФЛ,0,0,36,1,1
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,113000.0,ФЛ,0,0,117,0,1
СПб,judge_СПб_3,0.30608941849439775,74000.0,ООО (малое),0,0,87,1,0
Респ. Татарстан,judge_Респ. Татарстан_5,0.5691224450222956,302000.0,ООО (микро),0,0,112,1,0
Москва,judge_Москва_7,0.5007196575036572,77000.0,ООО (микро),0,0,44,0,0
Свердловская обл.,judge_Свердловская обл._4,0.8,17000.0,ООО (малое),0,0,84,1,0
Новосибирская обл.,judge_Новосибирская обл._7,0.4979754162893099,22000.0,ФЛ,0,0,88,0,1
Москва,judge_Москва_2,0.5973860833744824,458000.0,ООО (микро),0,0,78,0,0
СПб,judge_СПб_7,0.4023670306845399,171000.0,ФЛ,0,1,49,0,1
Респ. Татарстан,judge_Респ. Татарстан_9,0.3734870114961073,51000.0,ИП,0,0,95,0,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,142000.0,ИП,0,0,76,0,0
Новосибирская обл.,judge_Новосибирская обл._5,0.4097440081655905,83000.0,ФЛ,0,0,68,0,1
Новосибирская обл.,judge_Новосибирская обл._5,0.4097440081655905,511000.0,ООО (микро),0,0,123,0,0
Респ. Татарстан,judge_Респ. Татарстан_2,0.8,224000.0,ООО (малое),0,0,76,1,0
Свердловская обл.,judge_Свердловская обл._6,0.5327957474080793,10000.0,ООО (микро),0,0,73,0,0
Респ. Татарстан,judge_Респ. Татарстан_4,0.7462656674021114,87000.0,ФЛ,0,0,63,0,1
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,2353000.0,ФЛ,1,0,99,1,1
СПб,judge_СПб_4,0.6103441225038132,576000.0,ФЛ,0,1,79,1,1
Москва,judge_Москва_0,0.4949765510836051,141000.0,ФЛ,0,0,63,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,481000.0,ООО (микро),0,0,96,0,0
Москва,judge_Москва_0,0.4949765510836051,206000.0,ФЛ,0,0,37,0,1
Москва,judge_Москва_2,0.5973860833744824,868000.0,ООО (среднее),0,0,115,1,0
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,132000.0,ФЛ,0,0,96,0,1
Респ. Татарстан,judge_Респ. Татарстан_3,0.5395229060345315,113000.0,ФЛ,0,1,49,0,1
Респ. Татарстан,judge_Респ. Татарстан_10,0.42300118919042506,791000.0,ИП,0,0,138,0,0
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,388000.0,ФЛ,0,0,70,0,1
Респ. Татарстан,judge_Респ. Татарстан_10,0.42300118919042506,126000.0,ФЛ,0,0,53,0,1
Москва,judge_Москва_3,0.6868450123265756,318000.0,ФЛ,0,0,53,0,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,72000.0,ФЛ,0,0,122,0,1
Новосибирская обл.,judge_Новосибирская обл._6,0.7778417276763406,519000.0,ООО (микро),1,0,88,1,0
Респ. Татарстан,judge_Респ. Татарстан_8,0.6082253693537969,63000.0,ИП,1,0,78,1,0
Респ. Татарстан,judge_Респ. Татарстан_0,0.6322641558422916,1759000.0,ФЛ,0,0,146,0,1
Респ. Татарстан,judge_Респ. Татарстан_10,0.42300118919042506,273000.0,ООО (среднее),0,0,88,0,0
Москва,judge_Москва_0,0.4949765510836051,8223000.0,ФЛ,1,1,76,1,1
Москва,judge_Москва_7,0.5007196575036572,95000.0,ФЛ,0,0,84,0,1
Москва,judge_Москва_2,0.5973860833744824,47000.0,ФЛ,0,0,62,0,1
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,232000.0,ФЛ,0,1,90,0,1
Новосибирская обл.,judge_Новосибирская обл._0,0.5533326975683648,209000.0,ФЛ,0,0,100,0,1
Респ. Татарстан,judge_Респ. Татарстан_3,0.5395229060345315,77000.0,ФЛ,0,0,66,0,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,519000.0,ООО (среднее),0,0,152,0,0
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,320000.0,ИП,0,0,97,0,0
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,40000.0,ООО (микро),0,0,112,1,0
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,267000.0,ФЛ,0,0,115,0,1
Респ. Татарстан,judge_Респ. Татарстан_6,0.5128885207446222,39000.0,ООО (микро),0,0,106,0,0
Москва,judge_Москва_5,0.5375852819727232,39000.0,ООО (микро),0,0,54,1,0
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,292000.0,ФЛ,0,0,90,0,1
СПб,judge_СПб_4,0.6103441225038132,374000.0,ООО (малое),0,0,60,1,0
Респ. Татарстан,judge_Респ. Татарстан_3,0.5395229060345315,21000.0,ФЛ,0,0,101,0,1
Москва,judge_Москва_7,0.5007196575036572,193000.0,ООО (малое),0,0,62,1,0
Респ. Татарстан,judge_Респ. Татарстан_4,0.7462656674021114,132000.0,ФЛ,0,0,95,0,1
Респ. Татарстан,judge_Респ. Татарстан_10,0.42300118919042506,48000.0,ФЛ,0,1,76,0,1
Москва,judge_Москва_8,0.589257975040246,99000.0,ФЛ,0,1,83,0,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,640000.0,ООО (микро),0,0,106,1,0
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,51000.0,ФЛ,0,1,85,0,1
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,93000.0,ИП,0,0,95,0,0
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,342000.0,ФЛ,0,0,91,0,1
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,108000.0,ФЛ,0,0,79,0,1
Москва,judge_Москва_10,0.5579831812215705,297000.0,ФЛ,0,0,118,0,1
Москва,judge_Москва_5,0.5375852819727232,309000.0,ООО (малое),0,0,40,1,0
Москва,judge_Москва_8,0.589257975040246,85000.0,ФЛ,0,0,62,0,1
СПб,judge_СПб_9,0.5475544822505934,376000.0,ФЛ,0,1,84,0,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,133000.0,ООО (малое),0,0,82,1,0
Краснодарский край,judge_Краснодарский край_2,0.6331622689390035,222000.0,ООО (микро),0,0,90,1,0
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,581000.0,ФЛ,0,1,101,0,1
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,68000.0,ФЛ,0,1,65,0,1
Москва,judge_Москва_7,0.5007196575036572,385000.0,ФЛ,0,0,79,0,1
Свердловская обл.,judge_Свердловская обл._0,0.46558243192520654,96000.0,ФЛ,0,0,108,0,1
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,91000.0,ООО (малое),1,0,93,0,0
Москва,judge_Москва_4,0.45831731561816286,211000.0,ФЛ,0,0,89,0,1
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,159000.0,ИП,1,0,100,0,0
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,38000.0,ФЛ,0,0,73,1,1
Свердловская обл.,judge_Свердловская обл._2,0.3102321329116037,81000.0,ООО (среднее),0,0,90,0,0
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,57000.0,ФЛ,0,0,56,1,1
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,145000.0,ИП,0,0,104,0,0
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,281000.0,ИП,0,0,81,0,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,595000.0,ФЛ,0,1,151,1,1
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,58000.0,ФЛ,0,1,85,0,1
Свердловская обл.,judge_Свердловская обл._0,0.46558243192520654,167000.0,ФЛ,0,0,78,0,1
СПб,judge_СПб_9,0.5475544822505934,28000.0,ООО (микро),0,0,93,1,0
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,54000.0,ИП,0,0,78,1,0
Москва,judge_Москва_10,0.5579831812215705,532000.0,ИП,0,0,87,0,0
Москва,judge_Москва_5,0.5375852819727232,27000.0,ФЛ,0,0,66,0,1
СПб,judge_СПб_2,0.7038714967614599,148000.0,ФЛ,0,0,82,1,1
СПб,judge_СПб_0,0.5340483498342926,205000.0,ФЛ,0,0,60,0,1
СПб,judge_СПб_7,0.4023670306845399,200000.0,ООО (малое),0,0,54,1,0
Москва,judge_Москва_4,0.45831731561816286,67000.0,ООО (микро),0,1,54,1,0
Москва,judge_Москва_4,0.45831731561816286,21000.0,ФЛ,0,0,51,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,15000.0,ФЛ,0,0,90,0,1
СПб,judge_СПб_6,0.533613288350523,75000.0,ФЛ,0,0,50,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,65000.0,ООО (малое),0,0,127,1,0
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,18000.0,ООО (малое),0,0,101,1,0
Москва,judge_Москва_0,0.4949765510836051,10000.0,ООО (микро),0,0,79,1,0
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,118000.0,ООО (микро),0,0,76,0,0
Москва,judge_Москва_5,0.5375852819727232,31000.0,ФЛ,0,0,45,0,1
СПб,judge_СПб_3,0.30608941849439775,38000.0,ООО (микро),0,0,54,0,0
Новосибирская обл.,judge_Новосибирская обл._8,0.34134336065661497,22000.0,ФЛ,0,0,125,0,1
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,35000.0,ФЛ,0,0,103,1,1
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,43000.0,ООО (малое),0,0,99,0,0
Респ. Татарстан,judge_Респ. Татарстан_8,0.6082253693537969,212000.0,ФЛ,1,0,74,1,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,199000.0,ФЛ,0,1,46,0,1
Новосибирская обл.,judge_Новосибирская обл._2,0.5563547027518508,67000.0,ООО (микро),0,0,120,0,0
Москва,judge_Москва_10,0.5579831812215705,120000.0,ФЛ,0,1,65,0,1
Свердловская обл.,judge_Свердловская обл._4,0.8,137000.0,ИП,0,0,99,1,0
Краснодарский край,judge_Краснодарский край_1,0.5873184192069558,131000.0,ФЛ,0,0,104,0,1
СПб,judge_СПб_4,0.6103441225038132,95000.0,ООО (малое),0,0,57,1,0
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,308000.0,ООО (среднее),0,0,109,1,0
Москва,judge_Москва_7,0.5007196575036572,613000.0,ФЛ,0,0,82,0,1
Москва,judge_Москва_2,0.5973860833744824,516000.0,ИП,0,0,85,0,0
СПб,judge_СПб_4,0.6103441225038132,197000.0,ООО (микро),0,0,58,1,0
Москва,judge_Москва_8,0.589257975040246,13000.0,ФЛ,0,0,79,0,1
Свердловская обл.,judge_Свердловская обл._6,0.5327957474080793,115000.0,ФЛ,0,0,73,0,1
Новосибирская обл.,judge_Новосибирская обл._2,0.5563547027518508,232000.0,ООО (микро),0,0,95,1,0
СПб,judge_СПб_5,0.5248956031914224,666000.0,ООО (микро),1,1,49,1,0
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,253000.0,ООО (малое),0,0,104,0,0
СПб,judge_СПб_3,0.30608941849439775,32000.0,ООО (микро),0,1,99,0,0
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,319000.0,ИП,0,0,64,0,0
Москва,judge_Москва_3,0.6868450123265756,514000.0,ООО (микро),0,0,76,1,0
Краснодарский край,judge_Краснодарский край_2,0.6331622689390035,272000.0,ООО (микро),0,0,125,1,0
Москва,judge_Москва_6,0.34890371102553724,588000.0,ООО (микро),0,0,62,0,0
Краснодарский край,judge_Краснодарский край_2,0.6331622689390035,177000.0,ФЛ,0,0,110,0,1
СПб,judge_СПб_5,0.5248956031914224,2421000.0,ИП,1,1,105,1,0
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,75000.0,ООО (микро),0,0,75,1,0
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,477000.0,ООО (микро),0,0,89,1,0
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,31000.0,ФЛ,0,0,96,0,1
Москва,judge_Москва_1,0.6015433072450408,164000.0,ФЛ,0,1,96,0,1
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,46000.0,ФЛ,0,0,93,1,1
Москва,judge_Москва_0,0.4949765510836051,25000.0,ФЛ,0,0,62,0,1
Респ. Татарстан,judge_Респ. Татарстан_10,0.42300118919042506,160000.0,ИП,0,0,68,0,0
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,147000.0,ИП,1,0,86,1,0
Респ. Татарстан,judge_Респ. Татарстан_7,0.3,187000.0,ООО (среднее),0,0,104,0,0
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,73000.0,ООО (малое),0,0,106,1,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,83000.0,ФЛ,0,1,83,0,1
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,534000.0,ФЛ,1,0,115,0,1
Свердловская обл.,judge_Свердловская обл._6,0.5327957474080793,100000.0,ФЛ,0,0,81,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,77000.0,ФЛ,0,0,92,0,1
СПб,judge_СПб_8,0.6986980958047201,98000.0,ФЛ,0,0,44,0,1
Свердловская обл.,judge_Свердловская обл._2,0.3102321329116037,413000.0,ФЛ,0,0,123,0,1
Москва,judge_Москва_6,0.34890371102553724,179000.0,ИП,0,0,113,0,0
СПб,judge_СПб_0,0.5340483498342926,60000.0,ООО (микро),0,0,87,1,0
Свердловская обл.,judge_Свердловская обл._6,0.5327957474080793,848000.0,ИП,1,0,114,1,0
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,159000.0,ООО (микро),0,1,81,0,0
Москва,judge_Москва_2,0.5973860833744824,483000.0,ИП,0,0,48,0,0
Москва,judge_Москва_3,0.6868450123265756,51000.0,ИП,0,0,67,0,0
СПб,judge_СПб_5,0.5248956031914224,380000.0,ООО (малое),1,0,92,1,0
Респ. Татарстан,judge_Респ. Татарстан_6,0.5128885207446222,780000.0,ИП,0,0,147,0,0
Новосибирская обл.,judge_Новосибирская обл._7,0.4979754162893099,139000.0,ООО (среднее),0,0,67,0,0
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,187000.0,ООО (малое),0,0,80,0,0
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,242000.0,ФЛ,0,0,86,0,1
СПб,judge_СПб_2,0.7038714967614599,205000.0,ФЛ,0,0,44,1,1
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,580000.0,ООО (малое),1,0,122,1,0
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,15000.0,ФЛ,0,0,105,0,1
Москва,judge_Москва_5,0.5375852819727232,98000.0,ФЛ,0,0,60,0,1
Москва,judge_Москва_10,0.5579831812215705,129000.0,ФЛ,0,0,113,0,1
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,223000.0,ФЛ,0,0,88,0,1
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,634000.0,ФЛ,0,1,88,0,1
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,76000.0,ООО (микро),0,0,83,1,0
Москва,judge_Москва_0,0.4949765510836051,486000.0,ФЛ,0,0,80,0,1
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,113000.0,ИП,0,0,69,1,0
Свердловская обл.,judge_Свердловская обл._2,0.3102321329116037,55000.0,ФЛ,0,0,85,0,1
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,1070000.0,ООО (микро),1,0,107,0,0
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,684000.0,ФЛ,0,0,103,0,1
Москва,judge_Москва_9,0.4570815333069441,193000.0,ИП,0,0,56,0,0
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,236000.0,ФЛ,0,0,60,0,1
Москва,judge_Москва_7,0.5007196575036572,52000.0,ИП,0,0,54,0,0
Респ. Татарстан,judge_Респ. Татарстан_1,0.6178298186747367,16000.0,ИП,0,0,89,1,0
СПб,judge_СПб_2,0.7038714967614599,42000.0,ООО (среднее),0,0,86,1,0
Москва,judge_Москва_9,0.4570815333069441,259000.0,ООО (среднее),1,1,89,1,0
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,2780000.0,ООО (среднее),0,1,166,1,0
Москва,judge_Москва_10,0.5579831812215705,32000.0,ФЛ,1,0,59,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,101000.0,ФЛ,0,0,112,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,429000.0,ФЛ,0,0,107,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,551000.0,ИП,0,1,156,0,0
Москва,judge_Москва_7,0.5007196575036572,215000.0,ООО (среднее),0,1,82,0,0
СПб,judge_СПб_6,0.533613288350523,192000.0,ФЛ,0,0,90,0,1
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,268000.0,ФЛ,0,1,82,0,1
Респ. Татарстан,judge_Респ. Татарстан_0,0.6322641558422916,183000.0,ФЛ,0,1,123,0,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,30000.0,ИП,1,0,80,1,0
